file0me,position,IA_1,core_depth_mm,core_depth,(mm),sample,surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Ba,La,Ce,Pr,Nd,Fe,a*2,Fe,a+b,FeX1,FeX2,FeX3,W,La,W,Lb1,W,Lb2,W,La,inel,W,Lb1,inel,W,Lb2,inel,Mo,inc,Mo,coh,Dt
C:\Data\coo_6_2\coo_6_2\XRF,data\L000568.spe,IB_1,1368,136.8,1200.7,5.15,1,0.017507,-0.000026,0.009335,0.091174,198494,1.27,34,542,28,458,1314,530,2679,3213,3415,115,244,668,111985,455,336,337,493,886,3369,268,1396,35,0,123,96,33,343,271,470,428,1999,1844,1412,233,975,796,757,46417,11472,0.418,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000569.spe,IB_1,1370,137,1202.7,5.14,1,0.017507,-0.000026,0.009335,0.091174,217073,1.15,59,416,44,435,1431,485,2453,3223,3456,17,518,713,118921,464,479,374,720,757,2494,329,962,48,22,119,140,46,433,121,487,488,2210,2090,1660,369,1028,744,700,51760,11994,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000570.spe,IB_1,1372,137.2,1204.7,5.14,1,0.017507,-0.000026,0.009335,0.091174,214927,1.31,66,348,22,307,1568,545,2312,3104,2864,44,441,544,93525,488,391,393,821,722,2920,285,962,42,0,105,77,0,261,180,345,389,1824,2082,1660,351,1111,710,947,55537,12699,0.448,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000571.spe,IB_1,1374,137.4,1206.7,5.16,1,0.017507,-0.000026,0.009335,0.091174,210323,1.2,39,455,0,266,1777,570,2782,3139,2719,158,387,389,81249,473,442,267,712,802,2996,27,1039,59,0,84,57,45,246,0,402,372,1429,2248,1645,547,1450,808,991,55629,12055,0.45,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000572.spe,IB_1,1376,137.6,1208.7,5.16,1,0.017507,-0.000026,0.009335,0.091174,196580,1.26,48,393,37,288,1612,556,2428,2895,3354,185,290,386,85224,507,402,312,718,857,2953,83,916,28,23,136,78,63,358,69,410,362,1561,2401,1597,431,1065,907,992,52067,11740,0.431,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000573.spe,IB_1,1378,137.8,1210.7,5.13,1,0.017507,-0.000026,0.009335,0.091174,193350,1.2,38,407,42,247,1504,522,2677,3120,3350,205,364,449,97335,501,399,390,549,764,3449,222,1062,31,29,84,39,33,344,354,337,374,1803,2128,1683,565,939,802,700,48344,11950,0.42,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000574.spe,IB_1,1380,138,1212.7,5.13,1,0.017507,-0.000026,0.009335,0.091174,201046,1.23,34,381,0,300,1421,549,2804,3662,3796,221,446,536,109243,487,427,525,432,703,3133,146,899,29,0,56,61,71,359,292,543,500,2077,2060,1485,277,1002,641,872,47993,11740,0.42,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000575.spe,IB_1,1382,138.2,1214.7,5.16,1,0.017507,-0.000026,0.009335,0.091174,200884,1.37,45,452,20,278,1351,547,2684,3321,3683,37,483,531,110822,525,438,374,559,765,2916,158,935,83,0,118,158,27,511,93,431,440,2172,1872,1538,414,843,782,716,46779,11694,0.42,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000576.spe,IB_1,1384,138.4,1216.7,5.17,1,0.017507,-0.000026,0.009335,0.091174,197018,1.29,35,449,45,272,1273,569,2556,3295,3613,91,367,525,102695,538,374,419,582,864,2815,274,934,0,0,165,100,22,410,0,559,409,2059,2037,1594,411,944,685,779,48780,11707,0.421,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000577.spe,IB_1,1386,138.6,1218.7,5.18,1,0.017507,-0.000026,0.009335,0.091174,197974,1.28,50,409,15,279,1179,633,2679,3410,3533,120,407,569,102317,540,358,499,661,877,2769,107,876,29,0,116,115,43,278,55,387,448,1980,1991,1515,431,1090,783,934,49756,11631,0.423,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000578.spe,IB_1,1388,138.8,1220.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,195062,1.23,35,424,17,222,1271,635,2793,3725,3387,115,373,537,98849,471,379,516,688,975,3187,180,977,0,0,155,128,62,303,118,453,476,1855,1830,1603,403,894,742,845,49099,11722,0.423,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000579.spe,IB_1,1390,139,1222.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,198791,1.22,73,367,31,218,1333,603,2481,3918,2920,9,347,422,91430,496,390,398,642,873,3041,66,1173,72,0,60,82,50,217,0,292,438,1760,1829,1666,470,1044,1017,818,50401,12081,0.432,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000580.spe,IB_1,1392,139.2,1224.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,202574,1.22,76,371,34,254,1193,599,2294,3246,3186,37,351,387,93623,465,376,427,717,808,2680,257,911,66,0,102,140,35,313,46,449,371,1736,1771,1344,290,992,670,813,53641,12100,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000581.spe,IB_1,1394,139.4,1226.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,206103,1.25,59,277,0,278,1159,668,2054,2432,2875,35,360,427,101354,499,373,379,863,550,1807,186,937,30,22,96,69,8,244,446,372,424,1889,1466,1342,269,1077,757,692,52999,11457,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000582.spe,IB_1,1396,139.6,1228.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,199419,1.27,56,236,17,344,1053,640,2014,2606,2767,97,348,415,97119,513,410,403,851,628,1815,326,786,0,4,78,86,34,220,0,410,467,1941,1641,1226,250,826,547,875,53357,11443,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000583.spe,IB_1,1398,139.8,1230.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,200668,1.26,59,292,0,330,1046,661,1890,2462,2953,101,278,412,100494,523,461,353,855,735,1874,194,833,11,0,79,78,8,283,0,379,462,1844,1655,1294,356,817,668,825,52887,11526,0.431,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000584.spe,IB_1,1400,140,1232.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,202162,1.24,31,259,0,283,1030,693,2122,2685,2875,34,356,477,102435,485,384,382,863,524,1935,283,788,98,16,28,84,23,206,146,436,476,1996,1693,1379,320,825,790,779,53064,11561,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000585.spe,IB_1,1402,140.2,1234.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,203791,1.27,21,256,0,331,1130,683,1967,2495,2935,129,315,436,100851,526,398,492,784,721,1874,320,811,6,34,133,54,14,328,166,385,428,2131,1718,1548,499,934,794,852,53095,11620,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000586.spe,IB_1,1404,140.4,1236.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,204186,1.28,70,348,5,298,1142,635,1984,2325,2913,134,292,448,101713,509,438,402,823,804,1680,129,781,54,0,42,100,61,190,92,511,410,1997,1646,1381,362,894,798,797,53865,11619,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000587.spe,IB_1,1406,140.6,1238.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,200703,1.28,40,333,0,331,1205,637,1953,2721,2573,111,350,365,95138,481,449,374,916,562,1824,189,741,33,0,68,63,32,381,208,403,365,1879,1806,1521,414,978,706,784,53790,11559,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000588.spe,IB_1,1408,140.8,1240.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,204956,1.2,18,359,10,317,1103,671,2109,3075,3013,79,321,461,104020,510,400,430,987,602,1909,384,826,67,0,72,99,40,457,241,482,433,2123,1622,1549,421,971,779,804,52668,11415,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000589.spe,IB_1,1410,141,1242.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,199037,1.31,12,321,27,417,1152,668,2065,2651,2947,51,372,432,104471,532,458,398,737,634,1813,200,790,29,0,100,96,51,382,0,405,401,1962,1600,1448,307,793,734,732,51499,11349,0.426,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000590.spe,IB_1,1412,141.2,1244.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,196357,1.25,54,313,11,310,1078,639,1999,2497,2753,55,330,413,100799,505,414,368,871,578,1945,317,821,35,12,129,81,12,397,209,513,411,1916,1735,1259,347,846,730,744,50859,11291,0.428,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000591.spe,IB_1,1414,141.4,1246.7,5.23,1,0.017507,-0.000026,0.009335,0.091174,189659,1.32,49,324,7,315,1126,709,1795,2570,2636,53,310,466,96424,542,383,397,669,636,1780,333,949,18,0,98,80,38,209,0,459,331,2010,1695,1258,397,933,666,884,49464,11005,0.422,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000592.spe,IB_1,1416,141.6,1248.7,5.23,1,0.017507,-0.000026,0.009335,0.091174,191988,1.21,42,252,0,357,1126,661,1754,2596,2888,150,288,463,104157,475,402,306,770,735,1868,290,729,0,12,140,87,6,405,0,517,379,1971,1638,1191,336,817,791,776,49027,10550,0.419,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000593.spe,IB_1,1418,141.8,1250.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,195064,1.27,42,301,0,318,1181,645,2142,3070,3150,84,352,504,103936,538,473,403,870,624,2401,305,850,0,20,119,102,17,500,330,472,405,2138,1804,1431,476,752,789,830,49101,10847,0.423,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000594.spe,IB_1,1420,142,1252.7,5.25,1,0.017507,-0.000026,0.009335,0.091174,185929,1.4,46,336,0,270,1166,696,1955,2637,2834,120,318,430,91039,517,386,348,757,708,2306,334,765,6,0,89,107,29,357,83,433,405,1712,1702,1243,335,853,624,693,49801,11102,0.422,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000595.spe,IB_1,1422,142.2,1254.7,5.24,1,0.017507,-0.000026,0.009335,0.091174,169957,1.26,20,323,0,278,1032,758,1801,2257,2840,101,239,393,86767,406,375,274,680,630,1722,206,954,22,57,91,49,21,245,72,430,301,1803,1364,1015,251,809,567,686,47072,10505,0.406,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000596.spe,IB_1,1424,142.4,1256.7,5.25,1,0.017507,-0.000026,0.009335,0.091174,174042,1.27,36,318,0,269,991,742,1914,2553,2947,113,309,466,91184,459,301,473,649,638,2007,128,1021,32,26,91,67,53,322,97,423,388,1669,1534,1307,357,926,745,792,46400,10803,0.409,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000597.spe,IB_1,1426,142.6,1258.7,5.26,1,0.017507,-0.000026,0.009335,0.091174,175878,1.16,41,356,0,244,1186,699,2260,2530,3037,10,291,411,93881,527,409,348,545,932,2051,217,840,52,8,90,127,41,280,25,447,406,1708,1795,1390,221,913,546,706,46604,10771,0.407,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000598.spe,IB_1,1428,142.8,1260.7,5.27,1,0.017507,-0.000026,0.009335,0.091174,178045,1.16,38,341,0,273,1112,702,2327,2570,3100,112,266,434,91466,472,342,337,594,597,2361,306,857,72,0,93,80,13,375,441,477,337,1580,1550,1461,262,934,699,640,46381,10936,0.411,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000599.spe,IB_1,1430,143,1262.7,5.27,1,0.017507,-0.000026,0.009335,0.091174,174344,1.31,33,335,16,225,1253,636,2162,2786,3247,60,282,400,92802,519,386,421,468,756,2741,136,753,110,0,46,101,69,304,49,452,318,1771,1800,1405,331,727,741,881,45932,10929,0.404,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000600.spe,IB_1,1432,143.2,1264.7,5.23,1,0.017507,-0.000026,0.009335,0.091174,173274,1.16,41,442,31,252,1300,716,2405,2885,4061,61,279,422,94102,449,392,413,447,843,2795,236,829,0,32,159,128,6,268,317,414,411,1684,2114,1537,327,880,737,653,43712,10952,0.399,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000601.spe,IB_1,1434,143.4,1266.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,166837,1.23,23,421,15,171,1338,661,2947,2872,2773,83,296,277,84867,412,381,330,383,988,3444,116,774,189,0,103,93,42,236,93,426,336,1420,2121,1470,299,922,534,706,43192,10777,0.398,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000602.spe,IB_1,1436,143.6,1268.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,175513,1.31,40,435,15,146,1360,587,3055,3006,3547,115,219,384,91157,433,464,348,360,841,3421,177,957,47,0,134,61,51,91,181,376,297,1501,2131,1427,442,831,762,743,45281,11333,0.403,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000603.spe,IB_1,1438,143.8,1270.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,184277,1.25,79,378,17,170,1454,617,2653,2981,3574,96,289,321,102033,505,430,459,493,968,3335,173,975,48,0,88,148,46,458,100,387,337,1872,2234,1434,337,832,937,750,45536,11338,0.407,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000604.spe,IB_1,1440,144,1272.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,196632,1.37,85,415,0,191,1428,526,2749,3293,4139,232,322,335,108454,520,363,409,321,1047,3490,155,814,17,0,139,104,55,244,0,371,508,2111,1896,1540,571,905,700,894,47661,11737,0.418,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000605.spe,IB_1,1442,144.2,1274.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,245423,1.42,48,485,0,151,1969,551,3186,3413,5538,160,342,469,138047,518,384,503,521,1039,3677,366,1104,74,0,113,110,77,688,310,688,603,2233,2011,1503,332,1013,702,820,53048,12504,0.458,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000606.spe,IB_1,1444,144.4,1276.7,5.3,0,0.017507,-0.000026,0.009335,0.091174,61940,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000607.spe,IB_1,1446,144.6,1278.7,5.25,1,0.017507,-0.000026,0.009335,0.091174,184863,1.28,14,250,13,92,1239,342,1326,1667,2427,8,208,318,67723,460,523,1866,526,713,2570,260,854,0,14,97,93,74,227,166,429,272,1568,1829,1402,387,1301,994,987,51533,10918,0.436,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000608.spe,IB_1,1448,144.8,1280.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,229437,1.45,15,590,28,268,1976,507,2903,3186,5349,139,363,440,152261,489,450,423,479,755,2924,281,860,71,0,101,136,54,678,302,746,565,3041,2154,1537,576,1075,789,887,47070,11730,0.427,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000609.spe,IB_1,1450,145,1282.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,190622,1.15,37,525,32,263,1676,581,3157,3227,3411,124,293,334,101818,437,381,451,496,768,3042,173,789,126,0,102,107,58,328,89,394,433,2047,2478,1529,520,1213,682,797,46904,11316,0.412,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000610.spe,IB_1,1452,145.2,1284.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,178727,1.3,69,530,0,147,1726,635,3350,2514,3892,100,313,292,98531,490,394,473,338,1019,3253,18,761,117,10,120,98,60,298,32,403,370,1835,2225,1523,373,1057,793,622,43524,11246,0.399,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000611.spe,IB_1,1454,145.4,1286.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,177709,1.21,5,508,19,95,1621,651,2811,2823,4557,150,261,261,90361,403,397,428,328,908,3736,347,946,61,26,113,79,26,163,397,455,269,1526,2454,1505,326,823,577,739,44949,11535,0.405,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000612.spe,IB_1,1456,145.6,1288.7,5.18,1,0.017507,-0.000026,0.009335,0.091174,186121,1.25,41,476,26,139,1692,597,2863,4461,4213,198,289,288,101983,422,376,446,320,1007,3532,235,936,192,0,38,78,62,282,13,444,429,2109,1971,1428,401,883,655,872,45086,11600,0.406,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000613.spe,IB_1,1458,145.8,1290.7,5.18,1,0.017507,-0.000026,0.009335,0.091174,172695,1.25,57,414,6,153,1571,595,2655,2434,3712,130,297,350,98523,381,365,371,302,818,3470,279,865,46,25,102,75,54,351,366,350,453,1952,1971,1337,337,905,731,784,42218,11030,0.394,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000614.spe,IB_1,1460,146,1292.7,5.15,1,0.017507,-0.000026,0.009335,0.091174,191245,1.21,33,464,14,119,1607,522,3140,3897,4489,72,318,385,112854,441,381,394,386,873,3631,282,815,69,27,106,122,43,333,168,557,430,2113,2061,1502,408,1165,716,722,43850,11445,0.404,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000615.spe,IB_1,1462,146.2,1294.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,180797,1.17,62,488,32,110,1617,578,2689,2106,4080,93,290,270,98790,477,365,383,311,1108,3172,220,923,100,0,120,115,0,364,174,274,288,2158,2144,1494,214,893,753,622,44686,11621,0.402,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000616.spe,IB_1,1464,146.4,1296.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,178289,1.32,55,462,26,86,1606,591,2661,2091,4519,239,272,444,104719,431,353,372,327,758,2827,232,729,19,5,78,59,75,474,116,529,448,1756,1896,1541,155,907,497,616,43030,11067,0.394,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000617.spe,IB_1,1466,146.6,1298.7,5.17,1,0.017507,-0.000026,0.009335,0.091174,175785,1.26,51,588,17,51,1567,545,3119,2470,3802,197,323,321,92659,379,331,423,198,1083,3199,84,804,223,0,37,115,109,342,33,477,467,1939,2356,1703,495,916,738,805,43365,11609,0.399,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000618.spe,IB_1,1468,146.8,1300.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,177160,1.3,32,540,28,89,1499,624,3277,2265,4438,184,248,369,98436,445,464,408,187,948,3177,271,880,104,0,76,54,36,310,142,387,463,1946,2275,1523,443,608,749,627,42910,11406,0.397,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000619.spe,IB_1,1470,147,1302.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,177206,1.37,43,539,0,85,1595,604,2809,3617,3825,142,263,312,91894,400,365,367,154,1257,4153,174,801,0,0,116,123,78,230,0,431,330,1920,2227,1514,236,996,592,562,45056,11529,0.401,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000620.spe,IB_1,1472,147.2,1304.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,180658,1.36,61,506,25,75,1487,561,3021,3284,4686,84,256,430,98562,452,385,371,289,929,3959,150,751,43,0,130,174,57,170,378,486,489,2001,2303,1526,374,892,754,597,43972,11628,0.401,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000621.spe,IB_1,1474,147.4,1306.7,5.2,1,0.017507,-0.000026,0.009335,0.091174,176858,1.21,58,536,39,72,1466,599,3445,3182,4305,114,280,344,99423,416,436,418,213,1244,3624,156,881,30,0,160,120,14,381,0,474,394,1691,2168,1543,360,809,838,905,43037,11571,0.396,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000622.spe,IB_1,1476,147.6,1308.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,180256,1.28,55,576,13,50,1583,591,2812,2448,4078,35,254,367,100313,477,482,508,274,1035,3486,129,721,36,0,131,139,30,130,0,439,367,1953,2241,1565,378,977,1006,839,43687,11353,0.4,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000623.spe,IB_1,1478,147.8,1310.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,179025,1.34,60,474,11,78,1524,588,2594,2741,4331,79,287,315,104277,400,306,370,362,846,3753,127,850,73,0,153,97,68,307,201,449,410,2021,2184,1317,487,929,654,538,43131,11568,0.397,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000624.spe,IB_1,1480,148,1312.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,174746,1.31,29,504,11,74,1461,575,2732,2504,4520,95,228,286,102118,392,367,384,234,875,3315,158,917,82,0,113,86,19,275,110,441,488,2044,1883,1507,413,835,809,768,42018,11286,0.394,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000625.spe,IB_1,1482,148.2,1314.7,5.19,1,0.017507,-0.000026,0.009335,0.091174,176649,1.24,51,482,17,87,1359,641,2928,2683,4145,71,169,309,97583,379,371,458,302,908,3263,154,889,84,11,146,153,46,297,76,330,459,1806,2178,1488,394,951,730,614,43833,11345,0.399,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000626.spe,IB_1,1484,148.4,1316.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,182476,1.35,19,417,37,134,1459,594,3027,2834,3914,63,264,341,101594,425,454,392,386,1039,3721,335,832,89,0,134,150,46,235,370,499,420,1801,2157,1683,391,918,794,608,44356,11656,0.403,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000627.spe,IB_1,1486,148.6,1318.7,5.21,1,0.017507,-0.000026,0.009335,0.091174,178415,1.37,37,443,0,133,1409,621,2755,6350,3681,139,282,471,97776,358,391,279,366,783,3416,194,930,86,0,100,102,29,29,248,411,395,1667,2156,1492,401,778,655,765,43377,11005,0.398,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000628.spe,IB_1,1488,148.8,1320.7,5.23,1,0.017507,-0.000026,0.009335,0.091174,183269,1.34,45,475,32,154,1385,605,2662,3989,4089,52,287,285,106221,446,355,405,339,674,3553,93,786,40,36,116,132,51,307,364,480,369,1728,1918,1370,316,928,751,623,43960,11285,0.4,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000629.spe,IB_1,1490,149,1322.7,5.22,1,0.017507,-0.000026,0.009335,0.091174,180099,1.35,31,387,23,143,1381,648,2528,3454,3641,134,313,408,100212,485,415,472,318,777,3152,111,868,78,0,105,105,32,259,73,411,390,2011,2294,1447,501,963,696,707,44905,11441,0.4,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000630.spe,IB_1,1492,149.2,1324.7,5.23,1,0.017507,-0.000026,0.009335,0.091174,179382,1.16,29,440,41,128,1313,662,2678,3514,4305,140,359,407,96029,490,386,424,448,1136,3504,142,922,8,0,127,131,35,375,0,374,417,1780,2112,1394,281,842,767,770,45005,11357,0.402,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000631.spe,IB_1,1494,149.4,1326.7,5.25,1,0.017507,-0.000026,0.009335,0.091174,181547,1.15,41,361,41,153,1301,674,2379,3272,3866,120,273,479,97875,424,353,493,379,939,3614,90,796,85,0,120,117,53,368,28,453,377,1765,1961,1444,447,903,826,603,45023,10980,0.406,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000632.spe,IB_1,1496,149.6,1328.7,5.25,1,0.017507,-0.000026,0.009335,0.091174,178130,1.32,57,378,17,127,1371,657,2562,3479,3849,47,286,444,88577,439,338,369,451,870,3395,234,864,103,0,85,124,94,403,207,468,344,1436,1991,1421,381,981,743,718,45484,11184,0.407,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000633.spe,IB_1,1498,149.8,1330.7,5.26,1,0.017507,-0.000026,0.009335,0.091174,177963,1.24,16,367,5,144,1267,707,2374,3213,3351,63,293,333,95995,470,423,376,399,838,3302,189,850,33,0,107,107,13,281,145,440,341,1694,1840,1432,518,825,723,727,45470,11207,0.403,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000634.spe,IB_1,1500,150,1332.7,5.27,1,0.017507,-0.000026,0.009335,0.091174,181514,1.27,54,403,50,175,1289,733,2353,3244,3621,162,314,349,94807,455,454,409,388,856,3141,203,913,65,0,91,81,17,231,75,519,301,1721,1820,1515,396,749,705,740,46518,11531,0.408,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000635.spe,IB_1,1502,150.2,1334.7,5.28,1,0.017507,-0.000026,0.009335,0.091174,174602,1.24,30,316,33,105,1235,694,2287,3107,3407,0,191,324,85408,474,357,310,492,841,3359,181,932,67,0,106,188,31,88,264,300,339,1862,1739,1399,319,892,695,850,46986,11532,0.408,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000636.spe,IB_1,1504,150.4,1336.7,5.29,1,0.017507,-0.000026,0.009335,0.091174,175366,1.19,25,337,12,138,1196,706,2239,2881,3111,74,267,379,87712,390,356,433,465,830,3379,195,854,7,0,156,118,0,238,225,376,365,1690,1705,1322,326,864,742,708,45844,11441,0.409,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000637.spe,IB_1,1506,150.6,1338.7,5.29,1,0.017507,-0.000026,0.009335,0.091174,171384,1.24,61,288,0,133,1204,693,2470,2899,2914,66,247,312,79648,492,413,345,412,965,3241,213,960,126,0,55,143,86,111,0,452,349,1398,1861,1296,397,815,767,693,46584,11451,0.41,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000638.spe,IB_1,1508,150.8,1340.7,5.3,1,0.017507,-0.000026,0.009335,0.091174,173368,1.27,12,341,43,159,1157,711,2184,3117,2879,120,265,337,83907,496,398,339,487,734,3145,166,787,79,0,88,64,23,212,337,282,279,1631,1789,1202,342,784,638,622,45894,11438,0.411,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000639.spe,IB_1,1510,151,1342.7,5.3,1,0.017507,-0.000026,0.009335,0.091174,177145,1.24,36,321,24,156,1110,690,2282,3002,2988,22,305,296,82826,469,342,371,478,912,3052,324,878,80,0,63,83,65,201,10,321,296,1764,1853,1180,485,798,656,882,48231,11497,0.416,,,,,,,,,,,,,,
